tractID,disposable_income
236602,34284.24054
264101,30045.06012
264102,26167.34621
264200,3877.473784
182301,3867.514673
175302,5243.029203
216702,38180.09893
37201,32523.43051
51100,31381.69989
53200,57085.21813
15300,17367.15047
25200,43610.99323
47100,48329.96047
11200,21192.47788
30400,23486.67666
31300,33245.82732
10200,25408.02699
25100,35015.40793
31200,26709.98697
51300,25699.74909
38300,30883.60477
39300,49644.55855
21600,21521.66371
41100,14685.5514
48200,49873.82003
47500,41570.84978
30100,19092.19419
35200,55582.83875
38200,34863.88243
10100,37404.21709
50000,25419.6716
37202,22052.30897
51200,49848.4912
43002,38422.09811
49002,40177.16355
42302,59849.15101
11300,39823.33566
43001,47124.98384
45200,36562.03416
31400,31644.85129
6100,19689.32726
17400,50063.67769
54100,24544.14011
10300,40311.78947
47300,108381.8382
47200,82374.54474
49001,55356.134
42400,56516.70207
35100,40292.75645
54600,43831.45915
3100,38743.32503
46100,25459.82592
3500,17898.98734
6300,29161.95196
58100,55477.19776
54400,32037.80587
54300,63607.07011
7001,38456.93341
42100,41746.38732
48100,31661.5771
56200,35449.73188
36200,25173.75661
36100,30925.49397
57200,29233.70452
29100,21924.89487
28001,17579.18845
46200,27431.32768
55100,53744.2455
51400,40551.65148
9100,55038.6122
8000,35523.71454
45100,18742.94662
55200,34077.40955
57101,30270.71478
15100,49187.05958
56100,47790.77936
58200,38312.11808
61100,57702.60133
21100,21720.2511
11100,34144.09549
42301,48073.37079
26100,49479.73634
39200,40886.18965
46300,14949.64975
20100,40438.4945
59200,32038.65765
61400,51473.87898
27000,63047.38013
2200,31004.73665
22100,63662.59123
38100,28580.4762
3200,21795.35016
33100,35702.49343
33200,33810.69911
54500,39234.96389
47400,29034.9974
17100,43894.44502
5000,27446.6143
9200,49729.47366
54200,23017.80065
2100,70644.35853
59100,26609.07249
7002,42134.15455
2300,32724.95402
3402,44495.34809
3401,41453.84297
37100,41018.6842
21300,22955.1127
11400,28303.80746
15500,35428.41965
15400,14959.05295
16000,34862.26913
17300,40880.95254
4002,36506.04519
6201,31374.1281
12001,26897.60408
12002,32337.41763
13002,28861.3503
19103,26479.20692
19104,34680.21823
19203,29826.23839
19204,12978.58134
19303,31269.57806
44100,45580.41025
17500,39992.61069
52100,42392.58402
34000,33035.89837
17200,28477.23227
15200,23788.32099
19304,22718.07112
19305,37251.5549
23301,31951.18432
23302,35311.04312
32103,28959.3877
32104,26901.59113
32201,34068.82403
32202,36200.8956
14000,38126.4547
39100,44535.64151
18200,17131.55167
18100,10358.21245
19102,16464.01705
21500,18243.61818
42500,40187.99066
40001,62104.27473
40002,33147.60112
41301,17159.40036
41302,26889.07437
44201,61402.35147
44202,40420.67734
23502,23489.65294
23602,16784.42039
3300,39204.70453
19202,28802.58399
28002,34749.99357
53100,26653.64563
20200,66851.99487
52200,30946.0035
21400,20775.96255
4001,26377.36006
6202,36894.8259
19306,39378.98461
23601,5860.301443
13001,29012.22459
23501,17010.27602
41200,27732.70573
61300,74654.81736
21200,23445.40916
26200,45585.24926
29200,23401.90402
30200,18070.78245
57102,22730.33064
60000,40539.86747
31100,32712.74905
22200,51873.87774
30300,27687.10481
23402,23894.52715
24200,42100.81201
23401,36477.60546
24100,46103.95801
32102,46434.2278
23200,22126.98811
23100,21430.07492
61200,48650.7756
1000,43936.90368
33300,32932.41491
1402,13273.95708
1500,12196.08248
1600,7885.917512
1700,9866.637901
1800,21386.8564
1900,7694.181915
2000,2825.227485
2100,12827.87089
2200,21076.88475
2701,30482.15216
2400,0
4301,43308.36084
4304,62950.74728
4407,41451.16665
4306,64756.11877
3301,54992.02932
2904,50814.54816
4307,56964.41002
1102,3090.407797
3905,71109.67214
4501,55707.92726
1101,20104.81977
3904,59662.12634
4309,42225.88715
4310,33638.72698
4502,35699.41646
4406,28173.52344
4403,25404.15389
4405,40268.01577
4404,34297.50325
3400,28046.85592
3500,24126.91783
3601,25083.35092
3602,24824.81773
3705,32589.44441
3704,47227.96958
2602,25950.69145
3703,37501.75627
100,16246.559
2500,26579.09484
2702,20006.73828
2800,19084.55944
2601,24306.81314
2903,43420.64645
2902,21844.35645
3001,50882.36572
3002,47220.95678
3003,45815.51178
3009,27947.28716
3006,41623.64966
3007,41078.82184
3008,33173.67829
3004,36515.23588
3902,43405.78306
3800,37808.03637
3706,41221.99584
3100,22233.7313
3302,47332.28291
3201,38687.31937
3903,42173.40277
3202,27820.19346
4000,32565.35079
4203,65234.39054
4201,40850.08911
4204,24315.47416
200,24013.27174
300,25015.27474
400,18891.57482
500,27263.48494
600,27507.07834
700,23023.74448
800,16537.91727
900,7785.757769
1000,2750.223281
1300,35345.23215
1200,25983.2233
1401,7277.53493
810003,39589.6767
810004,54176.88172
809701,59121.09887
806300,27741.43043
809600,59088.06602
807400,10023.65574
808900,26730.56525
807600,3932.176663
808002,28518.58944
807800,31784.11915
807900,36821.50243
805001,21828.49083
809000,28853.40835
803900,24112.528
806600,29651.50204
803800,78318.29298
806503,57161.9012
806504,17860.79495
803400,9557.994435
810300,23916.80795
805600,6151.896918
811600,24303.22555
809301,34352.45658
809302,34755.25231
810101,56001.59684
811101,16576.12839
811102,42935.36547
812100,23168.91033
812200,20740.64543
812300,30177.06154
812400,36688.02911
812502,49903.62916
810600,24473.07653
804600,48838.07138
803500,32143.70342
802200,41332.8532
801500,50417.74658
804800,18145.20511
802600,27076.31048
990000,0
803202,52842.01052
811502,41561.3772
806201,23255.16136
806202,40293.1918
808701,43648.02853
808702,51087.64996
812501,44938.63473
803201,25063.13813
802800,40448.40395
802700,41105.31198
802900,44404.54043
801000,38772.09769
800200,24466.64228
802500,25398.47379
809502,37519.9884
810102,34078.96826
811501,37523.26945
809703,51823.59269
800900,30597.3847
804100,30056.98604
801200,58580.01851
808100,17355.44464
803100,22820.05282
808500,30994.23809
810001,44660.49666
804500,36950.56532
807100,5997.748696
808001,33377.41909
807300,4093.669946
807004,8333.150464
807003,6286.289066
812000,38748.30022
801900,37137.36364
803000,22302.06041
807200,13120.07342
807500,17441.67309
800100,31847.22775
808200,25303.76083
809501,38699.07457
810501,39593.56968
801800,21000.35588
805100,43497.58529
808402,20566.14217
808401,23477.84138
801100,41216.18064
808300,30363.85853
809400,34873.41702
800601,26343.68398
800500,44126.66934
809901,56818.48099
810200,46240.84241
809902,48715.75001
809903,0
811900,51634.79745
809100,35096.68573
805500,13782.86385
803700,31746.14341
804700,40758.25258
810402,52119.26382
811000,15986.42223
808600,31598.18268
802000,12581.96981
801400,38078.89474
810900,22629.22547
810800,7675.121217
802400,42786.52292
802300,21257.01539
805400,17900.54079
806502,18998.32763
806501,19316.40866
810700,24610.80089
806400,33528.0792
804200,57609.3684
809704,57524.10961
810401,35814.3851
811200,23816.55799
810502,40655.76916
803300,60402.32425
810002,8399.668252
811304,42471.81725
801700,16614.28813
802100,44482.65504
801600,2836.600116
800602,31992.65191
800400,27946.79023
807700,21384.94449
810503,30522.69411
800702,34948.4922
800701,42461.52191
811301,28921.99533
801300,36915.98926
811303,43981.11335
811402,38266.22873
811401,43133.73087
808800,33544.72876
800800,31998.61243
803600,20440.72501
805800,16267.99562
805900,19661.07525
805700,19596.76029
809200,35256.23766
806000,19858.69729
806100,16662.50507
805300,31469.53534
14500,20231.123
14600,34329.46059
600,16217.6864
10000,26796.56843
10100,43163.35755
10200,21758.88933
14800,52954.48762
14900,43874.36822
15000,33453.44955
17700,15366.0037
17800,5535.434378
17900,54141.58489
18000,50943.54676
21803,45274.59837
21802,28042.70099
3800,15672.30959
2201,25863.17957
15100,41084.07007
15200,25830.19382
15300,24317.04334
15400,25363.70629
15500,30474.71557
15600,19935.75975
15700,11209.39703
15800,18564.0058
15900,16589.99059
2202,15736.32566
7400,20541.67141
21701,29479.08673
21702,28976.44428
22900,9020.084251
23000,7395.733433
23100,17373.72016
23200,8522.875703
980100,0
21300,42672.98467
21400,38557.8772
17302,31973.31465
9900,5504.572187
18100,17295.45209
18200,16260.59276
18300,13478.06404
18400,16257.78075
18700,13223.90589
18800,30457.00472
980200,0
18900,13365.00489
900,3442.463914
1700,5271.608886
1900,3526.98422
2000,14911.40351
10300,14744.8574
10400,20395.33399
10500,17996.29481
10600,15950.65352
10700,16493.7185
10800,4932.969275
10900,6837.211863
22700,1679.720718
11100,12141.70611
11200,2087.771495
11300,21659.74592
11400,24449.5905
11500,13668.07869
11600,18042.03515
11700,22454.93978
11800,20984.63409
16000,63397.87
20901,79146.4617
21601,38060.01268
21602,62855.68838
2400,17443.20815
4300,12032.71724
12600,16212.93663
13300,16219.87622
4500,20269.02575
11900,15993.71697
12000,21800.61688
12100,16457.14967
12200,23348.17763
12300,15731.10661
12400,4342.133422
12500,16334.56002
12700,24645.61192
12800,21377.87776
12900,16711.39357
13000,25552.19059
13100,4860.123735
13200,10584.74672
19700,16868.81552
19600,35150.72495
20400,53333.9116
20500,62550.36921
20600,58012.03683
20700,47164.62498
20800,48234.64345
20902,39084.83616
19400,94715.35877
19500,59049.10169
19800,34465.57071
19900,72934.09528
20000,76740.82476
20100,96356.84863
20200,56896.7323
20300,28951.72626
16100,60972.10443
16200,67064.51617
16300,58115.93638
16400,57278.29881
16500,50181.65335
16600,34074.25155
16700,19729.41675
16800,28610.89374
16900,39088.58514
17000,19425.90515
17100,4372.42686
17200,19258.59927
17400,36034.40499
100,17164.77367
200,3957.504671
500,32868.40055
700,12109.50673
800,19049.32188
1000,4846.010871
1100,9415.681378
1300,14358.41527
1400,6170.063429
1500,12568.78402
1600,11910.21067
1800,13957.05045
2100,28245.5185
2300,23579.2021
2500,24030.61829
2600,10312.04492
2800,17960.71394
3100,15787.73951
18600,15324.75455
3500,22497.90219
3700,11534.30306
3900,7359.04795
4100,13808.16829
4200,10429.19157
4400,6209.543037
4600,20268.42631
4700,14856.98144
4801,14687.54102
4802,2662.348982
4900,20967.47343
5000,8731.167109
5100,15880.38547
5200,30737.65871
5300,21040.34455
5400,10085.10561
5700,14359.12256
22800,6672.694768
6200,19202.3285
6400,28897.30953
6600,12091.29775
6700,3252.81007
6800,7649.283801
6900,21465.53538
7000,19811.06841
7100,23092.20966
7200,19774.03358
7300,27510.77873
7501,7777.079806
7502,11382.80594
7600,17761.31424
7700,18132.83009
7800,23479.10909
7900,21760.62533
8000,31740.17564
8100,5300.02626
8200,6620.089484
8700,17090.64136
8800,18732.56287
8900,24707.92062
9000,22439.98329
9100,15593.39015
9200,11462.67767
9300,9764.894401
9400,18233.18007
9500,14287.28443
300,7980.677637
17301,52705.15336
9700,19340.77158
19100,62437.26027
13400,45431.22584
13500,39208.98277
13800,38497.74279
19000,65513.72988
19200,39309.23226
19300,28952.95622
21000,36891.7935
9600,8829.078424
13700,14715.89127
400,20102.75533
14700,25281.76643
13900,35605.74688
14000,31625.52645
14100,22293.19735
14200,37010.98149
14300,25253.97776
14400,25694.49829
21100,37513.78157
21200,42561.1583
13600,25702.5693
21801,61914.24182
17500,41636.54457
17600,21455.57658
10500,30109.50385
10600,38045.73191
11500,33487.60377
10400,46628.49941
10801,24191.78116
10802,22818.19884
10200,32755.84458
10900,31329.94383
11001,39827.36581
11201,54208.01503
11600,24471.22607
11700,36254.59493
10100,60662.07759
11800,38618.7257
11400,15507.01413
10701,35601.22342
10702,33493.65872
10300,24419.94166
11900,25078.50552
11002,46667.92956
11301,45972.7619
11304,55208.39787
11303,33217.56912
11100,42021.86739
11202,33594.92877
11302,37316.90367
53801,39336.77654
52001,28503.20342
51800,27494.31955
51900,34083.98305
52002,19909.0822
52800,41080.81726
50500,17773.88868
50600,32275.90653
53901,37229.04628
50100,25515.6817
50200,24817.08142
50300,30006.7667
50400,22862.65413
52400,42776.16165
52601,68392.18912
52700,39504.25241
51700,17240.77658
51100,27756.31718
53000,31927.19304
52201,42575.36868
52300,38107.97455
52603,25055.70969
50701,38791.0474
50703,48996.00821
53706,54549.99359
52203,38829.28473
54100,41545.02751
52903,28550.78088
374300,43961.26269
51200,19118.96727
51300,42676.45037
53602,51067.43427
50801,56679.75897
50802,41475.37163
50901,53853.56732
50902,40314.51185
50903,59024.8002
51000,30247.53168
52901,35879.92637
53105,40515.23415
373500,32428.53267
373400,33912.98784
373100,40827.09211
373600,34670.24431
373200,44662.14197
371600,27684.0396
374800,33347.6203
371000,25481.83164
53705,30634.1391
53402,44530.56852
53501,44395.53564
53102,36576.37996
53103,41737.42588
53200,27640.34831
53300,13851.17309
52100,42525.32264
53703,47950.07637
373700,9909.131098
371800,26341.67466
374400,44221.99485
371400,27938.76124
374700,39135.72898
374100,34248.98934
371100,22691.92719
374200,34613.11121
373800,17298.88341
372600,31392.58963
372700,20192.06036
372100,25311.25555
371300,24651.85793
53704,48810.62931
53803,58682.91355
53804,28800.08732
53805,36668.15895
51400,19589.69953
51500,19326.72192
51600,23542.14751
373900,29763.74783
371700,41158.47307
373300,40362.35753
372500,33564.5419
372000,30606.58252
371900,29558.92024
372900,21682.54942
373000,29404.14459
374900,32986.05293
374500,26060.57373
372300,37806.11485
374000,39618.14964
371200,12181.06411
372200,42274.80544
374600,29829.70912
372400,35271.01755
372800,28606.87633
371502,26285.47589
371503,41229.98932
715401,15634.35094
732001,38522.04831
734001,25895.08454
721000,29396.07656
715000,16707.09433
713201,32797.6711
715500,10521.20745
715700,18476.19967
715800,10575.29673
716000,14564.10153
715302,4408.866897
715402,2214.225979
715600,10517.51669
727002,28577.3868
736001,27616.02438
736102,21985.0835
730000,29494.19354
718000,26397.84931
711100,21417.97265
711200,30487.74111
711300,26755.86928
710100,21590.18783
715200,3822.785715
739000,25831.53644
734003,21895.02742
736101,25325.12783
737000,20590.27476
731201,12767.47061
731206,9725.600083
731001,30721.31255
733000,34705.70396
734002,28308.4297
738100,41667.40138
738001,34176.14881
720103,12114.58391
720102,14216.4784
720203,20867.6267
720204,33292.17422
720202,10999.99876
720101,10707.58495
732101,29240.86933
729000,25882.05728
717102,43536.28535
717502,34468.92004
715301,7747.150186
713202,30384.66778
713402,12947.17193
722701,33583.84512
722402,32376.39628
731203,16935.77813
731202,12575.62248
711400,35226.6768
712000,45976.31649
738002,25738.53654
725002,35202.31652
731102,24302.0096
725100,21208.15955
725001,39709.67003
31200,28786.24884
32100,41603.80493
32001,13247.27201
31500,24435.89551
31400,12614.44914
35500,19057.05499
34200,28421.60289
33600,31985.77677
36800,45708.31944
38400,34329.29383
38300,49261.2131
37602,34836.45446
32700,28922.59262
32200,20614.52814
39200,15191.91184
32901,29487.62375
33200,32173.74574
36700,44428.23522
35000,34827.17131
38800,9800.349511
37800,21964.92789
33300,38898.6235
34800,39198.0698
34400,16366.95519
32800,17980.50957
37900,105611.5169
37700,46365.98273
36500,57861.03249
38000,23168.57472
35600,46983.01801
33400,41601.16747
39100,44974.20366
39700,36115.98672
39400,19530.50687
39600,19593.18171
39300,12648.72718
38602,96260.77524
39000,13645.34432
35800,13029.38092
36000,23001.61578
34500,20091.18557
36301,38690.67283
34100,17325.59398
34000,22118.56814
32600,22107.95594
36900,29039.63483
38500,45261.47647
38201,59575.046
36400,60458.62617
32902,36209.68795
37400,33600.01355
37601,35444.73438
38101,62637.04314
36302,34794.24949
35100,20892.8226
35900,17794.07265
32002,18240.78276
30802,17730.83767
30200,10977.98935
38202,53425.81688
36100,33335.3556
31700,11926.44678
38102,38174.09113
35700,33160.78716
34600,20805.9631
37200,28479.07061
36200,30519.30563
38700,55985.61981
37300,55701.89255
34700,23247.58414
35400,18837.20142
32500,23293.72885
37000,49362.41581
36600,33860.92174
33800,27556.25419
34900,29170.09885
33700,30719.48143
38601,37958.59558
32400,12173.665
34300,23929.11334
37500,29765.98263
37100,51427.2064
32300,19767.82149
33000,23729.62727
30500,18016.94794
33500,28333.58966
33100,32670.71638
30600,11785.74454
30400,14247.1169
33900,20636.9541
30900,22537.32356
39500,24768.62358
31300,27335.15911
31100,13612.31281
31000,20226.92381
30702,22412.77818
31601,16159.59214
31602,24169.18384
31801,19597.01707
31903,16681.11539
31904,9300.409398
39800,12121.47128
39900,8681.034537
30701,20593.45889
31802,12246.91293
38900,10475.8178
35200,24741.93037
35300,16133.16641
3203,31766.22008
3300,23701.3085
2701,38152.61634
2703,31093.12418
2301,35912.40871
2302,40530.23216
2401,33621.72093
2402,50164.95578
6605,46211.68139
6606,59195.89336
6607,48475.87591
6608,28629.95617
6701,38975.7858
6800,31895.34316
7000,30008.41286
1415,61539.76129
2605,32598.26089
2604,33441.89663
3101,41679.94948
3102,42415.09156
3201,27684.85559
2500,35244.75715
2603,44319.98913
2805,32586.78595
2901,36198.09595
2902,16155.66026
1414,42736.77915
6703,38726.78997
1417,54580.2238
1416,34121.75985
1409,59349.59486
1410,54616.87315
1411,50404.71968
1412,50088.23438
1413,32724.49633
3002,43884.70915
608,34252.24226
3401,31832.1249
5601,11714.04246
5602,19989.89066
6002,15981.19146
7911,75260.43261
7912,41161.93446
8605,25482.30552
1502,31593.16484
1504,55533.22078
1600,31561.78997
1701,36339.7717
1702,28057.20737
1803,35403.67448
1804,30504.44598
1805,28392.27739
1901,29070.46875
1902,22903.36493
8606,35668.50481
8800,37236.25372
8900,23413.94664
9000,41438.76193
9200,33301.80495
9300,12435.21834
1903,21749.29135
8103,31932.06191
1100,34582.24456
1200,21619.59194
1300,42573.37138
8208,50801.9466
8300,16088.48326
2000,37491.6831
2101,39501.1686
2102,56013.40121
9400,26701.41485
9100,30299.94242
6001,32908.95358
1505,40432.34752
1506,51857.51631
2200,34044.17083
100,38735.53218
200,28579.99851
6206,42226.36021
7702,43882.12082
8202,52268.30684
8204,19418.04737
8206,12809.3323
8207,27404.52937
8209,28772.26225
8205,21031.88824
5100,12713.20745
5200,2011.185729
5300,19319.51432
5500,20366.57652
6500,43675.03974
5700,13307.61092
5800,13941.01525
6103,22560.48216
6101,26152.14217
6104,27538.62129
6203,46466.84002
6204,38547.80677
6205,42258.20604
6207,22799.67977
7801,25926.90774
7804,43541.45693
7906,39008.81456
7907,33720.03847
7909,52042.64686
7910,19295.59428
8001,30187.99453
7905,33546.9801
7908,17165.015
7703,39572.18957
7704,34123.67821
7805,46650.45004
7806,32943.39819
4000,23191.7489
4100,31790.22869
4200,29375.0686
4300,32548.56646
4400,17515.91618
4500,9121.360759
4600,10439.79743
4700,10892.95725
4800,11430.89906
4900,15392.19814
5000,21057.93294
401,40951.16676
403,41031.44759
404,29384.85359
501,36118.54617
502,28158.09842
603,52460.1872
701,46900.15616
606,45491.48347
702,46616.36702
3001,37222.22751
8601,61912.84203
8602,38587.91329
8604,34108.67726
7101,54869.46206
7102,28206.3184
7103,26833.09948
7202,42538.34901
7203,30741.2127
7301,34105.41871
7303,27156.43126
7304,24150.68737
7402,30639.10671
7500,23711.28396
7600,29261.3454
8405,55473.56093
8406,41750.84785
8501,35793.20556
8502,50148.85045
8503,41906.6805
8504,39681.34075
8403,45139.86304
8404,28488.79466
3500,27623.9884
3600,21677.89308
3700,24262.75022
801,44647.50777
802,41481.89931
901,42143.39187
902,38674.3808
1001,38775.58465
1002,51387.68449
6900,17279.06378
8101,33942.20602
8102,22112.70326
3800,18445.61052
8700,55519.44685
300,28908.61183
6300,39793.0087
6403,53594.70222
6601,45616.11593
6604,45589.95335
1700,19545.85856
600,17043.5574
700,15691.17507
1800,21418.08527
300,16887.39618
800,24619.90633
900,18522.67278
2001,28328.71163
2002,43801.36857
13204,31088.19979
2100,6302.960368
2700,7051.475769
2900,7273.202325
1100,9016.882457
3300,25079.70888
3600,31530.59414
3900,34495.94718
4000,7897.92513
4700,25865.69656
5000,25898.90295
5900,21938.61577
